"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"BTBD11",0,2.95437899273202,0.276,0.053,0,"Retinal ganglion cells","BTBD11"
"MGAT5B",0,2.16720523777034,0.27,0.047,0,"Retinal ganglion cells","MGAT5B"
"HMGCLL1",0,2.3049145795584,0.261,0.038,0,"Retinal ganglion cells","HMGCLL1"
"CSMD3",0,1.13929849644693,0.427,0.204,0,"Retinal ganglion cells","CSMD3"
"PCA3",0,2.63321215741507,0.251,0.029,0,"Retinal ganglion cells","PCA3"
"LINC00907",0,1.18281279987049,0.38,0.158,0,"Retinal ganglion cells","LINC00907"
"AC010127.1",0,1.75709222960155,0.287,0.066,0,"Retinal ganglion cells","AC010127.1"
"ZFHX3",0,1.40576469750187,0.785,0.565,0,"Retinal ganglion cells","ZFHX3"
"MYT1",0,1.2584693180027,0.336,0.116,0,"Retinal ganglion cells","MYT1"
"CPNE9",0,3.1507220137638,0.241,0.022,0,"Retinal ganglion cells","CPNE9"
"MMP24",0,1.47198261110581,0.312,0.093,0,"Retinal ganglion cells","MMP24"
"RAB3B",0,1.27636832755919,0.331,0.113,0,"Retinal ganglion cells","RAB3B"
"PLXNA3",0,1.57421852082888,0.309,0.091,0,"Retinal ganglion cells","PLXNA3"
"CHRNA6",0,3.02693454320062,0.238,0.02,0,"Retinal ganglion cells","CHRNA6"
"RAB6B",0,1.28633916867749,0.315,0.098,0,"Retinal ganglion cells","RAB6B"
"DUBR",0,1.56836144372867,0.295,0.08,0,"Retinal ganglion cells","DUBR"
"SCN3B",0,1.47662496374671,0.294,0.079,0,"Retinal ganglion cells","SCN3B"
"TFAP2D",0,2.34006351838987,0.274,0.06,0,"Retinal ganglion cells","TFAP2D"
"SEMA3D",0,1.34480366786503,0.351,0.138,0,"Retinal ganglion cells","SEMA3D"
"SLC6A15",0,1.11044462551747,0.327,0.115,0,"Retinal ganglion cells","SLC6A15"
"HS3ST2",0,2.70818446929656,0.24,0.028,0,"Retinal ganglion cells","HS3ST2"
"LAMB1",0,1.40510506234129,0.293,0.081,0,"Retinal ganglion cells","LAMB1"
"KIF26B",0,1.25721212413968,0.688,0.477,0,"Retinal ganglion cells","KIF26B"
"GABRB2",0,1.65105528593771,0.281,0.071,0,"Retinal ganglion cells","GABRB2"
"PDE4D",0,1.14702630837395,0.833,0.623,0,"Retinal ganglion cells","PDE4D"
"GAS8",0,1.22523072093271,0.333,0.124,0,"Retinal ganglion cells","GAS8"
"SEZ6L2",0,1.43505702116605,0.301,0.092,0,"Retinal ganglion cells","SEZ6L2"
"CHST8",0,1.46203013393182,0.309,0.101,0,"Retinal ganglion cells","CHST8"
"KIDINS220",0,0.843457638045525,0.736,0.528,0,"Retinal ganglion cells","KIDINS220"
"KIF21B",0,1.33840407132011,0.301,0.094,0,"Retinal ganglion cells","KIF21B"
"ATP2B2",0,1.55117183127088,0.297,0.091,0,"Retinal ganglion cells","ATP2B2"
"FAM78B",0,1.41452310343715,0.289,0.083,0,"Retinal ganglion cells","FAM78B"
"PBX3",0,1.14315370073298,0.769,0.564,0,"Retinal ganglion cells","PBX3"
"LNX1",0,2.19468471778934,0.238,0.033,0,"Retinal ganglion cells","LNX1"
"UBASH3B",0,2.35461398554826,0.241,0.036,0,"Retinal ganglion cells","UBASH3B"
"DLGAP1",0,2.07261601413824,0.57,0.365,0,"Retinal ganglion cells","DLGAP1"
"RETREG1",0,1.25373083549889,0.314,0.11,0,"Retinal ganglion cells","RETREG1"
"UNC13C",0,1.47243597113665,0.312,0.108,0,"Retinal ganglion cells","UNC13C"
"RBFOX1",0,1.63283816111502,0.797,0.595,0,"Retinal ganglion cells","RBFOX1"
"PLA2R1",0,1.87313790675506,0.268,0.066,0,"Retinal ganglion cells","PLA2R1"
"DCDC1",0,1.16055578582011,0.672,0.471,0,"Retinal ganglion cells","DCDC1"
"NRP2",0,1.99790443539784,0.249,0.048,0,"Retinal ganglion cells","NRP2"
"GFOD1",0,2.05283046239408,0.245,0.044,0,"Retinal ganglion cells","GFOD1"
"DOCK3",0,1.02154836142059,0.767,0.567,0,"Retinal ganglion cells","DOCK3"
"PDZD7",0,3.28104485715276,0.214,0.014,0,"Retinal ganglion cells","PDZD7"
"OSBPL5",0,1.42591430698411,0.299,0.1,0,"Retinal ganglion cells","OSBPL5"
"ARNTL2",0,1.5938446453994,0.27,0.072,0,"Retinal ganglion cells","ARNTL2"
"AGRN",0,1.83418261534816,0.256,0.06,0,"Retinal ganglion cells","AGRN"
"STK10",0,1.80692212568222,0.249,0.053,0,"Retinal ganglion cells","STK10"
"AFF3",0,0.674751847635186,0.773,0.578,0,"Retinal ganglion cells","AFF3"
"AC060809.1",0,2.79504872777402,0.225,0.031,0,"Retinal ganglion cells","AC060809.1"
"ANKRD36C",0,0.974244345318211,0.695,0.501,0,"Retinal ganglion cells","ANKRD36C"
"FAM20C",0,1.52609488087915,0.273,0.08,0,"Retinal ganglion cells","FAM20C"
"P2RX3",0,3.39862601060838,0.205,0.013,0,"Retinal ganglion cells","P2RX3"
"BRINP2",0,2.36904880635751,0.229,0.038,0,"Retinal ganglion cells","BRINP2"
"KCNIP1",0,1.24140038098136,0.26,0.069,0,"Retinal ganglion cells","KCNIP1"
"PGBD5",0,1.45860350451916,0.266,0.077,0,"Retinal ganglion cells","PGBD5"
"JAKMIP1",0,2.69702669902387,0.214,0.025,0,"Retinal ganglion cells","JAKMIP1"
"SLC1A1",0,1.67031226587242,0.245,0.056,0,"Retinal ganglion cells","SLC1A1"
"ABCA10",0,1.82169330817659,0.244,0.055,0,"Retinal ganglion cells","ABCA10"
"TPD52",0,1.34329704813711,0.276,0.088,0,"Retinal ganglion cells","TPD52"
"KIFC2",0,2.60452469599033,0.213,0.025,0,"Retinal ganglion cells","KIFC2"
"IRX2",0,1.79857801142434,0.223,0.037,0,"Retinal ganglion cells","IRX2"
"VWC2L",0,1.98823079005818,0.238,0.055,0,"Retinal ganglion cells","VWC2L"
"ACTL6B",0,1.8154246399192,0.232,0.05,0,"Retinal ganglion cells","ACTL6B"
"RBPMS2",0,1.97984041080937,0.222,0.04,0,"Retinal ganglion cells","RBPMS2"
"ERC2",0,1.19225389105081,0.831,0.649,0,"Retinal ganglion cells","ERC2"
"LAMA4",0,2.7110658853149,0.217,0.036,0,"Retinal ganglion cells","LAMA4"
"POU4F1",0,1.61457696840569,0.233,0.053,0,"Retinal ganglion cells","POU4F1"
"GPC1",0,1.39326800510432,0.255,0.075,0,"Retinal ganglion cells","GPC1"
"CHRM5",0,2.49468352027884,0.247,0.067,0,"Retinal ganglion cells","CHRM5"
"NRG1",0,1.16152442747548,0.855,0.676,0,"Retinal ganglion cells","NRG1"
"MT-ND1",0,0.821081069661459,0.848,0.669,0,"Retinal ganglion cells","MT-ND1"
"AC092683.1",0,1.12227345180065,0.706,0.528,0,"Retinal ganglion cells","AC092683.1"
"CAMK2B",0,2.26874551792767,0.213,0.036,0,"Retinal ganglion cells","CAMK2B"
"FAM49A",0,1.32498431378663,0.243,0.067,0,"Retinal ganglion cells","FAM49A"
"CASC8",0,2.5138005870517,0.206,0.031,0,"Retinal ganglion cells","CASC8"
"FAM189A1",0,2.3698641625512,0.238,0.063,0,"Retinal ganglion cells","FAM189A1"
"LINC00623",0,1.47352903983638,0.243,0.069,0,"Retinal ganglion cells","LINC00623"
"LINC01250",0,2.0144225745516,0.216,0.042,0,"Retinal ganglion cells","LINC01250"
"ZFR2",0,1.60602707160641,0.23,0.058,0,"Retinal ganglion cells","ZFR2"
"GPR153",0,1.67459996920441,0.217,0.045,0,"Retinal ganglion cells","GPR153"
"OPTN",0,1.80841596214281,0.219,0.048,0,"Retinal ganglion cells","OPTN"
"ANKRD55",0,2.40945127756801,0.192,0.022,0,"Retinal ganglion cells","ANKRD55"
"CSGALNACT1",0,2.10598834132319,0.213,0.043,0,"Retinal ganglion cells","CSGALNACT1"
"SPNS2",0,2.13131826232431,0.204,0.034,0,"Retinal ganglion cells","SPNS2"
"AC120193.1",0,2.24266399949801,0.221,0.052,0,"Retinal ganglion cells","AC120193.1"
"BDNF",0,2.45904471569405,0.197,0.028,0,"Retinal ganglion cells","BDNF"
"ANXA6",0,1.65878575492585,0.219,0.05,0,"Retinal ganglion cells","ANXA6"
"EPHA6",0,2.51342165752468,0.908,0.74,0,"Retinal ganglion cells","EPHA6"
"DPP6",0,1.67699539680555,0.822,0.654,0,"Retinal ganglion cells","DPP6"
"DCLK1",0,0.772817153719436,0.822,0.654,0,"Retinal ganglion cells","DCLK1"
"KCND3",0,2.7629074854121,0.192,0.026,0,"Retinal ganglion cells","KCND3"
"PRSS12",0,2.52393094812029,0.189,0.024,0,"Retinal ganglion cells","PRSS12"
"NKAIN3",0,1.83410997586587,0.842,0.677,0,"Retinal ganglion cells","NKAIN3"
"AC103843.1",0,3.65236196996505,0.172,0.009,0,"Retinal ganglion cells","AC103843.1"
"PPFIA2",0,0.955716003018125,0.856,0.694,0,"Retinal ganglion cells","PPFIA2"
"SYT13",0,1.74222795141955,0.196,0.035,0,"Retinal ganglion cells","SYT13"
"PRICKLE1",0,2.46391460267552,0.196,0.035,0,"Retinal ganglion cells","PRICKLE1"
"NTM",0,1.62235292282344,0.833,0.673,0,"Retinal ganglion cells","NTM"
"GRIN2D",0,1.91196589357631,0.207,0.048,0,"Retinal ganglion cells","GRIN2D"
"COL26A1",0,2.20584616322203,0.19,0.032,0,"Retinal ganglion cells","COL26A1"
"PAPPA",0,1.96199146225939,0.19,0.033,0,"Retinal ganglion cells","PAPPA"
"GABRA2",0,1.61108180294131,0.204,0.049,0,"Retinal ganglion cells","GABRA2"
"LMTK3",0,1.72518540299223,0.2,0.046,0,"Retinal ganglion cells","LMTK3"
"PFKP",0,2.03877440979697,0.186,0.033,0,"Retinal ganglion cells","PFKP"
"XKR7",0,1.85061839620193,0.197,0.045,0,"Retinal ganglion cells","XKR7"
"RALYL",0,1.45677801435656,0.92,0.769,0,"Retinal ganglion cells","RALYL"
"ANKS1B",0,0.755189848107395,0.836,0.687,0,"Retinal ganglion cells","ANKS1B"
"CDK14",0,0.809746446133638,0.769,0.624,0,"Retinal ganglion cells","CDK14"
"DISP2",0,2.23101964935764,0.168,0.024,0,"Retinal ganglion cells","DISP2"
"KLHL35",0,1.95843434111794,0.175,0.031,0,"Retinal ganglion cells","KLHL35"
"SLC4A10",0,1.87541701955598,0.179,0.036,0,"Retinal ganglion cells","SLC4A10"
"KCNH2",0,1.84010342993114,0.177,0.035,0,"Retinal ganglion cells","KCNH2"
"ARHGAP22",0,2.15908996848402,0.172,0.031,0,"Retinal ganglion cells","ARHGAP22"
"BEGAIN",0,2.74809002515908,0.155,0.015,0,"Retinal ganglion cells","BEGAIN"
"GDPD5",0,2.47580521709468,0.161,0.022,0,"Retinal ganglion cells","GDPD5"
"SLC2A6",0,2.56226640036225,0.157,0.02,0,"Retinal ganglion cells","SLC2A6"
"LINGO2",0,0.789601255845773,0.814,0.677,0,"Retinal ganglion cells","LINGO2"
"NRXN1",0,1.10138237685738,0.925,0.79,0,"Retinal ganglion cells","NRXN1"
"CHD5",0,2.30372909859858,0.154,0.023,0,"Retinal ganglion cells","CHD5"
"PPP2R2C",0,3.50277947302334,0.136,0.009,0,"Retinal ganglion cells","PPP2R2C"
"GRIK2",0,0.691200771021856,0.852,0.727,0,"Retinal ganglion cells","GRIK2"
"EBF2",0,2.69105236734027,0.149,0.024,0,"Retinal ganglion cells","EBF2"
"AHRR",0,2.96791519758877,0.14,0.016,0,"Retinal ganglion cells","AHRR"
"CLEC2L",0,2.91788439559474,0.132,0.013,0,"Retinal ganglion cells","CLEC2L"
"MYO15A",0,2.57798770224712,0.139,0.02,0,"Retinal ganglion cells","MYO15A"
"LINC01568",0,2.70122007593192,0.128,0.014,0,"Retinal ganglion cells","LINC01568"
"SCUBE1",0,2.98764214738857,0.123,0.01,0,"Retinal ganglion cells","SCUBE1"
"RGS11",0,2.67651829159646,0.125,0.013,0,"Retinal ganglion cells","RGS11"
"C4orf50",0,3.08503365813389,0.12,0.009,0,"Retinal ganglion cells","C4orf50"
"LDB3",0,3.49672545244368,0.123,0.012,0,"Retinal ganglion cells","LDB3"
"SLC27A2",0,2.89194376690663,0.116,0.011,0,"Retinal ganglion cells","SLC27A2"
"ANK2",0,1.72187812500897,0.966,0.861,0,"Retinal ganglion cells","ANK2"
"MIAT",0,0.861619586481468,0.812,0.71,0,"Retinal ganglion cells","MIAT"
"ATRNL1",0,1.00447006842805,0.863,0.77,0,"Retinal ganglion cells","ATRNL1"
"DIP2C",0,0.879700194877195,0.793,0.704,0,"Retinal ganglion cells","DIP2C"
"CTNNA2",0,1.82130223718831,0.947,0.858,0,"Retinal ganglion cells","CTNNA2"
"CASK",0,0.726322422997353,0.795,0.707,0,"Retinal ganglion cells","CASK"
"CAMTA1",0,0.86430357691824,0.83,0.742,0,"Retinal ganglion cells","CAMTA1"
"NRG3",0,1.56953833870506,0.938,0.855,0,"Retinal ganglion cells","NRG3"
"TENM4",0,1.00514864583632,0.86,0.779,0,"Retinal ganglion cells","TENM4"
"MAP1B",0,0.522330193302366,0.94,0.875,0,"Retinal ganglion cells","MAP1B"
"SDK1",0,1.29104327408356,0.897,0.836,0,"Retinal ganglion cells","SDK1"
"GRIP1",0,0.799417901253227,0.916,0.874,0,"Retinal ganglion cells","GRIP1"
"CTNND2",0,0.948271767307132,0.889,0.853,0,"Retinal ganglion cells","CTNND2"
"ACAP3",9.88131291682493e-324,0.992031101622794,0.502,0.25,2.5930541356332e-319,"Retinal ganglion cells","ACAP3"
"SHISAL1",2.66795448754273e-322,2.07961785959184,0.142,0.021,7.00124616620964e-318,"Retinal ganglion cells","SHISAL1"
"RTN4RL2",6.71929278344095e-322,2.19128473747436,0.132,0.017,1.76327681223057e-317,"Retinal ganglion cells","RTN4RL2"
"ST8SIA4",1.10670704668439e-321,1.20490580523038,0.329,0.123,2.90422063190918e-317,"Retinal ganglion cells","ST8SIA4"
"GRK5",6.45249733468668e-321,1.24677680871378,0.314,0.113,1.69326435056848e-316,"Retinal ganglion cells","GRK5"
"ATP2B4",3.43573250118003e-320,1.04603768937805,0.536,0.296,9.01604922959663e-316,"Retinal ganglion cells","ATP2B4"
"CNR1",4.97030039716294e-320,1.54228215542633,0.223,0.06,1.3043062302235e-315,"Retinal ganglion cells","CNR1"
"C20orf194",1.38130873264296e-319,0.761066820228418,0.732,0.55,3.62483037620165e-315,"Retinal ganglion cells","C20orf194"
"RAB6A",2.2557061126528e-318,0.845045618169068,0.663,0.438,5.91942398082347e-314,"Retinal ganglion cells","RAB6A"
"LIPC",2.35427220899812e-318,3.00543926043096,0.118,0.013,6.17808113085288e-314,"Retinal ganglion cells","LIPC"
"RTN4RL1",1.77681322279533e-317,0.967217977781978,0.357,0.139,4.66271325925951e-313,"Retinal ganglion cells","RTN4RL1"
"C1orf21",3.01960175844507e-317,0.912584153967777,0.664,0.446,7.92403893451156e-313,"Retinal ganglion cells","C1orf21"
"ACOT7",3.58446108254762e-316,1.41283157812246,0.247,0.074,9.40634277282146e-312,"Retinal ganglion cells","ACOT7"
"EMB",6.48257684171053e-315,1.97402637766801,0.147,0.024,1.70115781480168e-310,"Retinal ganglion cells","EMB"
"PRMT2",6.8938848318128e-315,0.959267773807677,0.546,0.295,1.80909325756431e-310,"Retinal ganglion cells","PRMT2"
"PCDH9",9.14048114469869e-315,0.435126262447889,0.864,0.745,2.39864506199183e-310,"Retinal ganglion cells","PCDH9"
"SV2C",2.50106708066829e-314,1.88119664765495,0.187,0.043,6.56330023308974e-310,"Retinal ganglion cells","SV2C"
"ABLIM3",3.17943679620466e-314,1.10858518747007,0.251,0.074,8.34347804060027e-310,"Retinal ganglion cells","ABLIM3"
"TUBA1C",6.40727503577234e-313,0.992684418612303,0.445,0.209,1.68139711488738e-308,"Retinal ganglion cells","TUBA1C"
"ST8SIA2",6.20913089276663e-311,0.9733689670751,0.486,0.242,1.62940012887982e-306,"Retinal ganglion cells","ST8SIA2"
"SUSD4",5.43799210661834e-310,2.17882005703536,0.23,0.069,1.42703788861878e-305,"Retinal ganglion cells","SUSD4"
"CADM2",1.49067560466858e-309,0.292908284259745,0.983,0.982,3.91183092177128e-305,"Retinal ganglion cells","CADM2"
"TMEM178B",1.34213809076805e-308,0.732664912842286,0.708,0.482,3.52203877779352e-304,"Retinal ganglion cells","TMEM178B"
"APC",1.42263010889027e-308,0.849498071285475,0.629,0.393,3.73326593174986e-304,"Retinal ganglion cells","APC"
"GLCE",2.74726462475838e-308,0.92690266770175,0.524,0.282,7.20937182829094e-304,"Retinal ganglion cells","GLCE"
"AP003086.2",1.58485666581472e-306,1.08519707010063,0.369,0.153,4.15898086243099e-302,"Retinal ganglion cells","AP003086.2"
"RTN1",3.90921886069887e-306,0.613894643991957,0.664,0.402,1.0258572134246e-301,"Retinal ganglion cells","RTN1"
"SEMA3A",1.14811373439772e-305,1.1067446696,0.755,0.67,3.01288006180649e-301,"Retinal ganglion cells","SEMA3A"
"SV2B",3.32926531567472e-305,1.01214460989223,0.287,0.098,8.7366580413936e-301,"Retinal ganglion cells","SV2B"
"MGLL",6.30296010130294e-305,1.14695561700032,0.265,0.086,1.65402278978392e-300,"Retinal ganglion cells","MGLL"
"MFSD10",8.62754995090084e-305,1.35776637220956,0.247,0.075,2.2640416581154e-300,"Retinal ganglion cells","MFSD10"
"GRIK5",9.31387935194444e-305,1.10947932779721,0.389,0.168,2.44414821953726e-300,"Retinal ganglion cells","GRIK5"
"FAM155A",2.15019520091477e-304,0.398510174450557,0.925,0.84,5.64254224624055e-300,"Retinal ganglion cells","FAM155A"
"ACAT2",6.3700724137092e-304,1.16690978354668,0.337,0.133,1.67163440280557e-299,"Retinal ganglion cells","ACAT2"
"DLGAP2",4.78041119755668e-303,2.10198473400699,0.189,0.046,1.25447550646282e-298,"Retinal ganglion cells","DLGAP2"
"TENM2",1.38611707710466e-302,0.812219655275846,0.656,0.446,3.63744843373805e-298,"Retinal ganglion cells","TENM2"
"VWC2",1.877470582204e-301,1.40373322041346,0.269,0.092,4.92685830181974e-297,"Retinal ganglion cells","VWC2"
"ABLIM2",9.0508507583504e-301,1.13603421343641,0.372,0.158,2.37512425600631e-296,"Retinal ganglion cells","ABLIM2"
"SRPX",9.81112390505736e-301,2.10375680448004,0.13,0.019,2.57463513516515e-296,"Retinal ganglion cells","SRPX"
"RFPL1S",9.85303498298783e-301,1.91882049689065,0.156,0.03,2.58563344023567e-296,"Retinal ganglion cells","RFPL1S"
"SULT4A1",4.19550244833921e-299,1.82479821008949,0.159,0.031,1.10098375249317e-294,"Retinal ganglion cells","SULT4A1"
"KCNMB2-AS1",4.60063176625629e-299,1.85166544783382,0.198,0.051,1.20729778810098e-294,"Retinal ganglion cells","KCNMB2-AS1"
"RUNX1T1",4.04858667948175e-298,0.434194434951928,0.691,0.42,1.0624301164296e-293,"Retinal ganglion cells","RUNX1T1"
"TRIM36",4.17351857774265e-298,0.950203905343424,0.447,0.214,1.09521474517123e-293,"Retinal ganglion cells","TRIM36"
"RUSC1",8.06021370285835e-298,1.75912854349012,0.163,0.033,2.11516127990409e-293,"Retinal ganglion cells","RUSC1"
"FAXC",2.14423364637583e-296,0.9540750239025,0.374,0.157,5.62689793481946e-292,"Retinal ganglion cells","FAXC"
"CHRM3",3.58730259903413e-296,1.70517078700826,0.243,0.079,9.41379948038538e-292,"Retinal ganglion cells","CHRM3"
"CASKIN1",7.23719100304874e-296,1.68559424566255,0.2,0.052,1.89918366302005e-291,"Retinal ganglion cells","CASKIN1"
"CERS6",9.81663436936751e-296,0.761002021279302,0.754,0.594,2.57608119120942e-291,"Retinal ganglion cells","CERS6"
"CPEB3",1.72312290050761e-295,0.821433125650587,0.553,0.308,4.52181911551207e-291,"Retinal ganglion cells","CPEB3"
"FRAS1",1.11968004260336e-292,1.51796018139512,0.285,0.104,2.93826436779975e-288,"Retinal ganglion cells","FRAS1"
"MIR548XHG",4.80012222643434e-292,2.86236456810396,0.163,0.036,1.2596480746609e-287,"Retinal ganglion cells","MIR548XHG"
"AKAP12",1.66930781314457e-290,0.776751893436975,0.569,0.318,4.38059756325398e-286,"Retinal ganglion cells","AKAP12"
"ST6GALNAC5",2.12631321933728e-290,1.1583088434583,0.379,0.17,5.57987115018488e-286,"Retinal ganglion cells","ST6GALNAC5"
"WSCD2",2.00177318050781e-289,2.67438985869324,0.109,0.012,5.2530531802886e-285,"Retinal ganglion cells","WSCD2"
"RPS6KA3",4.75236504326789e-288,0.886531530900402,0.576,0.343,1.24711563465436e-283,"Retinal ganglion cells","RPS6KA3"
"REEP2",1.95748331464837e-287,1.4134353085893,0.21,0.058,5.13682771430024e-283,"Retinal ganglion cells","REEP2"
"KIF3C",3.61927155985699e-287,0.888771132349923,0.463,0.228,9.4976924273767e-283,"Retinal ganglion cells","KIF3C"
"NDST4",4.28293191207212e-287,0.983340047624508,0.502,0.274,1.12392699236597e-282,"Retinal ganglion cells","NDST4"
"MYO9A",1.92645526930705e-286,0.705941184910599,0.743,0.593,5.05540391771555e-282,"Retinal ganglion cells","MYO9A"
"MAP3K13",2.70371006765657e-286,0.760338870430662,0.617,0.371,7.09507595954436e-282,"Retinal ganglion cells","MAP3K13"
"FHDC1",8.3996711617374e-286,2.22217380290302,0.119,0.016,2.20424170626313e-281,"Retinal ganglion cells","FHDC1"
"AC007091.1",2.35106646651861e-285,1.8339403173867,0.177,0.043,6.16966862143813e-281,"Retinal ganglion cells","AC007091.1"
"ITGA3",2.78559905139836e-285,2.14218566078187,0.122,0.017,7.30996903067959e-281,"Retinal ganglion cells","ITGA3"
"PSD2",3.34109060935556e-285,1.68999554671192,0.176,0.041,8.76768997707087e-281,"Retinal ganglion cells","PSD2"
"TUBA1A",1.02340577289434e-282,0.699719877637256,0.748,0.504,2.68562142922932e-278,"Retinal ganglion cells","TUBA1A"
"NRG2",8.37246063631369e-282,1.29167367608115,0.22,0.064,2.19710112018144e-277,"Retinal ganglion cells","NRG2"
"DENND6B",5.85574288532802e-280,1.20685574495138,0.314,0.123,1.53666404796778e-275,"Retinal ganglion cells","DENND6B"
"AL136298.1",1.18232173355153e-279,1.71500915519342,0.157,0.033,3.10264869318593e-275,"Retinal ganglion cells","AL136298.1"
"AC010307.4",5.2861729434798e-279,3.14170525149253,0.097,0.008,1.38719750382797e-274,"Retinal ganglion cells","AC010307.4"
"SHANK1",8.89739357189735e-279,1.36226130715453,0.242,0.078,2.3348540211373e-274,"Retinal ganglion cells","SHANK1"
"PGM2L1",1.58211213226662e-277,0.906638539361423,0.423,0.2,4.15177865749407e-273,"Retinal ganglion cells","PGM2L1"
"AC136424.2",4.80614094424186e-277,2.27181644779477,0.11,0.013,1.26122750658795e-272,"Retinal ganglion cells","AC136424.2"
"UNC5D",6.8710679393268e-277,1.24367736821793,0.436,0.234,1.80310564863814e-272,"Retinal ganglion cells","UNC5D"
"DLGAP3",2.43595396207516e-276,2.56821289833219,0.113,0.015,6.39243038727764e-272,"Retinal ganglion cells","DLGAP3"
"FYN",7.1561771718027e-275,0.652620076601705,0.786,0.68,1.87792401342446e-270,"Retinal ganglion cells","FYN"
"CAPN1",1.38991570926357e-274,1.50604408231519,0.188,0.048,3.64741680424946e-270,"Retinal ganglion cells","CAPN1"
"ZBTB38",2.2549848214522e-274,1.08125262452222,0.301,0.115,5.91753116845487e-270,"Retinal ganglion cells","ZBTB38"
"JUP",3.30634374324654e-274,1.12636368777172,0.272,0.097,8.67650725102757e-270,"Retinal ganglion cells","JUP"
"DHCR24",6.12563908621659e-273,1.20778320417874,0.271,0.096,1.60749020900496e-268,"Retinal ganglion cells","DHCR24"
"TMEM63B",1.34296894318295e-272,1.30654669217223,0.255,0.087,3.52421910070071e-268,"Retinal ganglion cells","TMEM63B"
"CPEB2-DT",1.12627293004159e-270,1.60912659666672,0.167,0.039,2.95556542301514e-266,"Retinal ganglion cells","CPEB2-DT"
"NREP-AS1",4.06415871674387e-270,2.55733864240938,0.11,0.014,1.06651653044793e-265,"Retinal ganglion cells","NREP-AS1"
"HMGCR",4.18782447939181e-270,0.909677295472751,0.486,0.258,1.098968899882e-265,"Retinal ganglion cells","HMGCR"
"ABCB1",4.69898680127408e-270,1.75618802371105,0.155,0.033,1.23310811639034e-265,"Retinal ganglion cells","ABCB1"
"MT-ND4",3.99531406213316e-269,0.680289149768226,0.848,0.667,1.04845031618498e-264,"Retinal ganglion cells","MT-ND4"
"CHD3",1.18399522327685e-268,0.944886459839039,0.395,0.182,3.1070402649231e-264,"Retinal ganglion cells","CHD3"
"RET",4.35688885425557e-268,2.86913160599721,0.095,0.009,1.14333477313375e-263,"Retinal ganglion cells","RET"
"KLHL32",1.09671719462702e-267,1.16659961033876,0.262,0.092,2.87800526214023e-263,"Retinal ganglion cells","KLHL32"
"HSF4",5.57904321297606e-267,3.12404836343499,0.084,0.005,1.46405251994918e-262,"Retinal ganglion cells","HSF4"
"MT-CO3",1.1717472326436e-266,0.602161918833467,0.935,0.82,3.07489908790333e-262,"Retinal ganglion cells","MT-CO3"
"AC010307.2",1.22365667375575e-266,2.50994897098123,0.102,0.011,3.21111984326984e-262,"Retinal ganglion cells","AC010307.2"
"COL15A1",6.23796182124938e-266,3.07153976287876,0.084,0.005,1.63696594113226e-261,"Retinal ganglion cells","COL15A1"
"POU4F2",9.53867915640501e-266,1.44090888218488,0.165,0.039,2.5031401842238e-261,"Retinal ganglion cells","POU4F2"
"LINC01632",6.10878361655774e-264,4.07188498118889,0.129,0.023,1.60306699665708e-259,"Retinal ganglion cells","LINC01632"
"PTPN5",1.25269401169918e-263,1.99597654085748,0.108,0.014,3.28731962550099e-259,"Retinal ganglion cells","PTPN5"
"KCNH1",2.4129467944151e-263,1.69231150003852,0.166,0.04,6.3320549779041e-259,"Retinal ganglion cells","KCNH1"
"PRKCA",4.55609112842173e-263,0.877447360990778,0.591,0.38,1.19560943392043e-258,"Retinal ganglion cells","PRKCA"
"CCDC112",6.31387752038923e-263,0.896048069749461,0.41,0.193,1.65688773890054e-258,"Retinal ganglion cells","CCDC112"
